Gene ID,ID
MIR7973-1,102466250
RPL29P2,118432
LEMD1-AS1,284576
GTF2IRD1P1,729156
SLFN5,162394
TFPI,7035
TFPT,29844
TCFL5,10732
SPRY4,81848
HAGHL,84264
SCLT1,132320
PHOSPHO2-KLHL23,100526832
SCD,6319
SPRY3,10251
SPRY2,10253
SPRY1,10252
PGLYRP4,57115
PGLYRP3,114771
PGLYRP2,114770
TFRC,7037
SCT,6343
SCX,642658
MIR3927,100500898
MIR3929,100500864
PTPDC1,138639
MIR3928,100500901
MIR3934,100500873
MIR3936,100500865
COMTD1,118881
MIR3935,100500891
CAPNS1,826
LINC02716,374387
CAPNS2,84290
LINC02719,105369473
LINC02712,101929497
SP2-AS1,100506325
LINC02714,729305
PGLYRP1,8993
LINC02711,105369423
SDS,10993
UNC5A,90249
UNC5B,219699
MIR3919,100500803
UNC5C,8633
UNC5D,137970
MIR3916,100500849
MIR3915,100500915
MIR3918,100500851
MIR3917,100500808
MIR3923,100500877
LINC02709,440028
MIR3922,100500843
MIR3925,100500885
MIR3924,100500834
HCP5B,352990
TFR2,7036
MIR3921,100500859
DDIT3,1649
UNC50,25972
MIR3920,100500823
DDIT4,54541
LINC02702,101929011
SF1,7536
LINC02740,100507205
SET,6418
FAXDC2,10826
MIR3909,100500826
MIR3908,100500909
ADAMTS12,81792
ADAMTS10,81794
MIR3907,100500835
ADAMTS16,170690
MIR3912,100500831
ADAMTS15,170689
MIR3911,100500872
ADAMTS14,140766
ADAMTS13,11093
ADAMTS19,171019
IGF2-AS,51214
ADAMTS18,170692
KCNQ1OT1,10984
ADAMTS17,170691
LINC02735,101927120
LINC02737,105369443
SFN,2810
LINC02731,100128239
LINC02732,105369486
KRTAP16-1,100505753
NBPF22P,285622
L1CAM,3897
MOV10,4343
LINC02728,101928865
LINC02729,102723330
LINC02724,100996455
HYOU1,10525
LINC02720,101928944
DZIP1,22873
DZIP3,9666
MIR130A,406919
MIR130B,406920
SHB,6461
SHD,56961
MMP21,118856
MMP20,9313
SHF,90525
MIR3978,100616491
SHE,126669
MIR3977,100616297
SHH,6469
MMP25,64386
MMP24,10893
MIR3974,100616279
MMP27,64066
MIR3973,100616311
MMP26,56547
MIR3976,100616244
MIR3975,100616257
MMP28,79148
MIR3972,100616188
MMP10,4319
MIR1304,100302240
MMP12,4321
MIR1305,100302270
MMP11,4320
MIR1306,100302197
MMP14,4323
MIR1307,100302174
MMP13,4322
MMP16,4325
MIR1301,100302246
MMP15,4324
MIR1303,100302284
MMP17,4326
MMP19,4327
HHIP-AS1,646576
MIR3960,100616250
TRUB1,142940
TRUB2,26995
EMX2OS,196047
NBPF25P,101929780
HSPE1-MOB4,100529241
RICTOR,253260
BMP8A,353500
BBOX1,8424
BMP8B,656
MIR3938,100500875
MIR3937,100500822
MIR3939,100500857
ARCN1,372
SKI,6497
MIR3945,100500818
MIR3944,100500911
MIR3941,100500866
MIR3940,100500888
MIR3943,100500829
MIR3942,100500904
MTCH1,23787
MTCH2,23788
PDCD7,10081
PDCD6,10016
PDCD5,9141
SLA,6503
MSI1,4440
MSI2,124540
PLS3-AS1,101927352
SLK,9748
SLN,6588
NFATC2IP,84901
LINC02790,102723661
MIR133B,442890
MSH6,2956
VMAC,400673
SMO,6608
MSH2,4436
LOC105371566,105371566
MSH3,4437
MSH4,4438
MSH5,4439
SMS,6611
LINC02789,400800
MIR1343,100616437
LINC00163,727699
FAM222A-AS1,84983
LINC00160,54064
LINC00161,118421
RAP1B,5908
SNN,8303
TAAR3P,9288
RAP1A,5906
NDOR1,27158
ZKSCAN7,55888
ZKSCAN8,7745
ZKSCAN3,80317
ZKSCAN2,342357
ZKSCAN5,23660
ZKSCAN4,387032
DLG1-AS1,100507086
NAP1L6P,645996
LOC105371592,105371592
ZKSCAN1,7586
LINC00158,54072
LINC00159,100551499
NOP14,8602
NOP16,51491
RFXANK,8625
G6PC2,57818
LRCH2,57631
SON,6651
G6PC3,92579
LRCH1,23143
SP2,6668
MIR1322,100302166
SP1,6667
MIR1323,100302255
SP4,6671
MIR1324,100302212
SP3,6670
SP6,80320
SP5,389058
SP8,221833
SP7,121340
MIR1321,100302171
LRCH4,4034
SP9,100131390
LRCH3,84859
NOP10,55505
LINC02760,105376633
BMP10,27302
LINC02762,283140
MTCL1,23255
DYSF,8291
MSLN,10232
BICD1,636
BIRC6-AS2,103752586
BICD2,23299
BMP15,9210
UNC80,285175
SPN,6693
SPR,6697
SPDYE2,441273
PRADC1,84279
SPDYE1,285955
SPX,80763
LINC02759,103312105
LINC02753,101928443
MSMB,4477
MSL2,55167
MSL3,10943
ADAMTS20,80070
MSL1,339287
LINC02749,100506082
BMP2K,55589
LINC02746,105369431
LINC02745,101928591
GAPDH,2597
LINC02743,646522
LINC02783,400743
SRC,6714
SRF,6722
SRI,6717
SRL,6345
SRM,6723
SRR,63826
BSND,7809
KRIT1,889
SRY,6736
LINC00112,54089
LINC00113,54088
LINC02774,339529
LINC00114,400866
LINC00115,79854
NOP56,10528
NOP58,51602
SSB,6741
LINC00111,54090
PRKCZ-AS1,100506504
SPDYE4,388333
SPDYE3,441272
MIR135B,442891
SPDYE6,729597
SPDYE5,442590
SPDYE8,728524
MSMP,692094
BICC1,80114
DYTN,391475
NECAP2,55707
NECAP1,25977
UROC1,131669
SST,6750
ST7,7982
IGF2BP2-AS1,646600
PDCD4,27250
LINC00106,751580
PDCD2,5134
EGFEM1P,93556
PDCD1,5133
LINC02764,387810
LINC00102,100359394
NOP53,29997
LINC02763,101928823
UNC79,57578
STH,246744
MT1L,4500
MT1M,4499
MT1X,4501
LOC100126447,100126447
RCBTB1,55213
RCBTB2,1102
MT2A,4502
STS,412
TNFSF10,8743
TNFSF11,8600
LINC00092,100188953
CYP39A1,51302
SNORC,389084
MT1A,4489
IDH1-AS1,100507475
MT1F,4494
MT1G,4495
MTCP1,4515
MT1H,4496
MT1B,4490
MT1E,4493
MIR1290,100302276
MIR1291,100302221
MYCBP2,23077
TGFA,7039
LOC107985544,107985544
MIR1296,100302150
STK38L,23012
MIR1297,100302187
MIR1298,100302153
MIR1299,100302167
MIR1292,100302138
MIR1293,100302220
MIR1294,100302181
APOBEC3C,27350
TNFSF18,8995
MIR3648-2,103504731
APOBEC3D,140564
MSR1,4481
APOBEC3F,200316
MIR3648-1,100500862
AFDN-DT,653483
APOBEC3G,60489
TNFSF14,8740
APOBEC3H,164668
DDIAS,220042
TGDS,23483
TNFSF15,9966
TNFSF12,8742
TNFSF13,8741
IGF2,3481
IGF1,3479
BST2,684
BST1,683
MSRA,4482
ITGBL1,9358
MIR1286,100302118
MIR1287,100302133
MIR1288,100302124
MIR1281,100302237
MIR1282,100302254
APOBEC3A,200315
LDHAL6A,160287
APOBEC3B,9582
LDHAL6B,92483
MIR1284,100302112
SIRPG-AS1,101929010
MSTN,2660
DMBX1,127343
TMSB15B-AS1,100128594
VMO1,284013
RAC2,5880
INSYN1-AS1,101929221
RAC3,5881
RAC1,5879
SYK,6850
LINC00051,619434
LINC00052,145978
MST1,4485
GAB1,2549
GAB3,139716
SYP,6855
GAB2,9846
GAB4,128954
RAP2C,57826
CNKSR2,22866
CNKSR1,10256
RAP2A,5911
ACBD7-DCLRE1CP1,108949267
RAP2B,5912
CNKSR3,154043
TLCD4,148534
TLCD2,727910
MICU3,286097
TLCD1,116238
MICU2,221154
MICU1,10367
TLCD5,219902
C1QTNF7-AS1,101929095
ELK2AP,2003
SH3BGRL,6451
ZFP14,57677
MSX1,4487
DNAH8-AS1,100131047
RAE1,8480
GAD1,2571
IGIP,492311
GAD2,2572
VMP1,81671
PDCL3,79031
PDCL2,132954
SAMSN1-AS1,100874190
CACHD1,57685
TACC3,10460
TACC1,6867
RAD1,5810
TACC2,10579
CLYBL-AS2,100874063
CLYBL-AS1,101927465
ZFP28,140612
OR1C1,26188
DENND5B,160518
TACO1,51204
TGM1,7051
DMBT1,1755
DENND5A,23258
TGM7,116179
TGM6,343641
TGM5,9333
RAG2,5897
TGM4,7047
TGM3,7053
TGM2,7052
RAG1,5896
OR1B1,347169
MSX2,4488
RADX,55086
CARTPT,9607
PSPC1,55269
ITGA6-AS1,101929947
DENND6B,414918
DENND6A,201627
BBOF1,80127
RAF1,5894
OR1A2,26189
OR1A1,8383
RAI1,10743
NBPF18P,441908
IL36RN,26525
RAI2,10742
DENND4B,9909
DENND4A,10260
DENND4C,55667
TLX1NB,100038246
TAT,6898
OR1G1,8390
SFTA1P,207107
TBP,6908
C5-OT1,110599590
OR1F1,4992
MRPS30-DT,100506674
PRICKLE2-AS2,100874242
PRICKLE2-AS1,100652759
PRICKLE2-AS3,100874243
SCAMP1-AS1,728769
MIR3158-2,100423033
RALA,5898
GALT,2592
OR1E3,8389
RALB,5899
OR1E2,8388
OR1E1,8387
P4HA2-AS1,100861518
HSPB2-C11ORF52,100528019
MIR3158-1,100422900
MTA1,9112
PIP5K1P1,206426
OXCT1,5019
TDG,6996
TGS1,96764
MVB12B,89853
MVB12A,93343
SLIT1,6585
TDH,157739
DROSHA,29102
SLIT3,6586
OXCT2,64064
RALY,22913
SLIT2,9353
MTA2,9219
MTA3,57504
OR1D5,8386
HSD3B7,80270
OR1D4,653166
OR1D2,4991
HSD3B2,3284
HSD3B1,3283
GALC,2581
GALE,2582
TEC,7006
TEC,100124696
TEF,7008
TNIP1,10318
TNIP2,79155
TNIP3,79931
GALM,130589
TEK,7010
SLIRP,81892
GALP,85569
IPO13,9670
IPO11,51194
TES,26136
CAPN15,6650
FAR2P2,100216479
MTBP,27085
FAR2P1,440905
TFG,10342
HOMER3,9454
GAMT,2593
MBNL1,4154
MBNL2,10150
DNAAF3,352909
TAAR8,83551
DNAAF2,55172
TAAR9,134860
DNAAF1,123872
TAAR6,319100
TAAR5,9038
DNAAF5,54919
TAAR2,9287
DNAAF4,161582
AP4B1-AS1,100287722
TAAR1,134864
GANC,2595
MTAP,4507
MTDH,92140
LINC02618,646730
LINC02617,113523642
LINC02619,105377245
LINC02614,101927056
GAR1,54433
LINC02613,101929596
LINC02616,100508631
LINC02615,100507487
LINC02610,151174
LINC02612,101929282
LINC02611,101927070
FAM120AOS,158293
BTF3,689
HOMER1,9456
HOMER2,9455
LINC02607,100996635
LINC02606,100506022
LINC02609,105378853
LINC02608,101929541
LINC02603,158257
LINC02605,112935892
LINC02604,644794
LINC02601,105373185
GAPT,202309
DENND1C,79958
BTG4,54766
CDKN1C,1028
SETD4,54093
DENND1B,163486
BTG3,10950
SETD5,55209
BTG2,7832
CDKN1A,1026
SETD2,29072
RARG,5916
BTG1,694
RBMY3AP,64593
CDKN1B,1027
SETD3,84193
SETD9,133383
DENND1A,57706
SETD6,79918
SETD7,80854
ADAMTSL1,92949
ADAMTSL5,339366
ADAMTSL4,54507
MTG1,92170
ADAMTSL3,57188
DENND11,57189
MTG2,26164
ADAMTSL2,9719
DENND10,404636
TK2,7084
GAST,2520
TK1,7083
DENND2D,79961
DENND2C,163259
KRTAP15-1,254950
DENND2B,6764
DENND2A,27147
FAM3D-AS1,105377108
COPZ2,51226
COPZ1,22818
MTF1,4520
MTF2,22823
GAS2,2620
RARA,5914
GAS1,2619
RARB,5915
SINHCAF,58516
LNX1-AS1,100873939
TKT,7086
GAS6,2621
GART,2618
GAS5,60674
GAS8,2622
LNX1-AS2,100873955
GAS7,8522
CEP295NL,100653515
ARRDC1-AS1,85026
OLFML3,56944
OLFML1,283298
MBNL3,55796
LOC100190986,100190986
CDKN2D,1032
CDKN2B,1030
CDKN2C,1031
IL10RB,3588
CDKN2A,1029
IL10RA,3587
GATC,283459
GATB,5188
SNCAIP,9627
CDKN2A-DT,51198
GATM,2628
OSTM1,28962
GAU1,101929549
COQ8B,79934
COQ8A,56997
LINC02683,101928132
LINC02685,221122
C8ORF48,157773
LINC02681,101927419
TNC,3371
MIR146A,406938
MIR146B,574447
TNF,7124
TNN,63923
LINC02679,105378385
TNR,7143
LINC02676,105755953
C8ORF44,56260
MIR1470,100302127
MIR1471,100302126
LINC02671,101928887
C8ORF58,541565
LINC02670,101928298
LARP4B,23185
KNCN,148930
MIR1469,100302258
H4C15,554313
H4C14,8370
H4C13,8368
H4C12,8362
MIR1468,100302115
LINC02669,101927880
H4C11,8363
TOX,9760
LINC02664,101929352
LINC02667,728327
INSIG2,51141
INSIG1,3638
MTLN,205251
KNG1,3827
MTM1,4534
TPO,7173
ESPNL,339768
CDIPTOSP,440356
TPR,7175
ESPNP,284729
BTLA,151888
LINC02694,400359
LINC02693,339263
LINC00032,158035
LINC02696,101928812
LINC02692,101928638
LINC02691,145195
SYNJ2,8871
RAX2,84839
COPS4,51138
COPRS,55352
COPS3,8533
COPS6,10980
COPS5,10987
SYNJ1,8867
COPS2,9318
LINC00028,140875
LINC00029,100144596
LINC02687,399886
COPS8,10920
C8ORF33,65265
LINC02688,101927503
C8ORF34,116328
COPS9,150678
POM121L10P,646074
BMPR2,659
TRH,7200
SYNE4,163183
MTO1,25821
SYNE3,161176
SYNE2,23224
WDFY3-AS2,404201
SYNE1,23345
TRO,7216
THBD,7056
LINC02639,105376365
C8ORF82,414919
PROX1-AS1,100505832
SERAC1,84947
C8ORF88,100127983
C8ORF89,100130301
SECISBP2L,9728
LANCL1,10314
AVPR2,554
TSL,790953
PGM5-AS1,572558
TSN,7247
TST,7263
ESPL1,9700
LANCL2,55915
LINC02624,105378470
LANCL3,347404
LINC02627,101927549
LINC02626,102724589
LINC02620,101927523
LINC02623,101929445
LINC02622,105378349
MTPN,136319
TTK,7272
TTL,150465
MIR148A,406940
TTN,7273
MIR148B,442892
RNU11,26824
RNU12,267010
TTR,7276
LINC02658,102724264
LINC02653,101926942
ALOXE3,59344
LINC02656,399716
LINC02655,105378386
LINC02650,105378397
TUB,7275
LINC02652,105376468
MIR147B,100126311
MTOR,2475
MIR147A,406939
GLOD4,51031
GLOD5,392465
LINC02647,101929646
LINC02649,399715
LINC02648,101928150
C8ORF74,203076
LINC02643,105376444
C8ORF76,84933
LINC02645,105376351
LINC02644,105376480
OLFM5P,101927763
TCERG1,10915
MTRR,4552
WDSUB1,151525
PITPNB,23760
ZMYND8,23613
PITPNA,5306
MKI67,4288
GBA3,57733
GBA2,57704
LOC100128988,100128988
KIAA0930,23313
SYNPR,132204
BTRC,8945
SYNPO,11346
ABCA9-AS1,104355297
KNL1,57082
THEG,51298
PIR-FIGF,100532742
DIP2A-IT1,100862692
TXK,7294
MTTP,4547
SLC7A14-AS1,101928583
ST20-AS1,283687
TXN,7295
LOC100128966,100128966
SYNRG,11276
TYR,7299
ZZZ3,26009
RBAK,57786
RPS2P32,256355
TENM1,10178
TENM2,57451
TENM3,55714
TENM4,26011
GBE1,2632
SEC61G,23480
SEC61B,10952
LINC02595,401585
LINC02593,100130417
SCNM1,79005
LINC02587,101927524
LINC02589,105373300
AVPI1,60370
L3MBTL2-AS1,100506544
RBFA,79863
MTX1,4580
MTX2,10651
MTX3,345778
GBF1,8729
NR6A1,2649
LOC100128993,100128993
COPG2,26958
COPG1,22820
FRA10AC1,118924
CCL4L1,388372
CCL4L2,9560
RHOXF2B,727940
GOLGA6L9,440295
GOLGA6L6,727832
BMPER,168667
GOLGA6L7,728310
GOLGA6L4,643707
STX16-NPEPL1,100534593
XLOC_007697,105500239
IL11RA,3590
GOLGA6L2,283685
GOLGA6L3,100133220
STIMATE,375346
CDPF1,150383
GOLGA6L1,283767
RSBN1,54665
MBNL1-AS1,401093
ZCCHC8,55596
COPB2,9276
ZCCHC7,84186
COPB1,1315
ALOX15,246
ZCCHC9,84240
ALOX12,239
ZMAT1,84460
UBB,7314
THPO,7066
ZMAT2,153527
ZMAT3,64393
UBD,10537
ZMAT4,79698
UBC,7316
ZMAT5,55954
LSINCT5,101234261
LOC646030,646030
MPIG6B,80739
RBIS,401466
ZCCHC4,29063
ZCCHC3,85364
ZCCHC2,54877
ST7-OT4,338069
GLP1R,2740
UCN,7349
THRB,7068
THRA,7067
ST7-OT3,93655
RBM3,5935
RBM4,5936
RBM7,10179
RBM5,10181
RBM6,10180
GLP2R,9340
RBL2,5934
GAP43,2596
RBL1,5933
RBKS,64080
TSGA10IP,254187
BICRA,29998
MUC1,4582
MUC2,4583
POC1A,25886
MUC7,4589
POC1B,282809
TENT2,167153
BUB3,9184
GBP2,2634
BUB1,699
MUC4,4585
GBP1,2633
GBP4,115361
MUC6,4588
GBP3,2635
NOC2LP2,401010
CAPN13,92291
CAPN14,440854
CAPN11,11131
CAPN12,147968
CAPN10,11132
FSIP1,161835
RBMX,27316
FSIP2,401024
CYYR1-AS1,100996571
OR2M7,391196
OR2M5,127059
OR2M4,26245
OR2M3,127062
OR2M2,391194
MEIKIN,728637
RBPJ,3516
ZFYVE28,57732
P3R3URF,110117498
ZFYVE26,23503
ZFYVE27,118813
UBASH3B,84959
PABPC4-AS1,101929516
ARHGEF38-IT1,100874374
UBASH3A,53347
F10-AS1,104413892
GBP6,163351
GBP5,115362
GBP7,388646
OR2L8,391190
OR2L5,81466
ZFYVE21,79038
LAMB2P1,22973
OR2L3,391192
OR2L2,26246
RBP7,116362
RBP4,5950
ZFYVE16,9765
RBP5,83758
RBP2,5948
RBP3,5949
ZFYVE19,84936
NR2F2-AS1,644192
RBP1,5947
NOS2P3,339256
LINC00320,387486
CEP85L,387119
OR2K2,26248
THY1,7070
LINC00319,284836
MACROD2-IT1,140848
WBP2NL,164684
LINC00314,246705
LINC00316,388830
LINC00317,378828
LINC00310,114036
LINC00311,197196
LINC00312,29931
LINC00313,114038
EDEM3,80267
EDEM1,9695
OR2J3,442186
EDEM2,55741
OR2J2,26707
OR2J1,442185
PTRHD1,391356
COL1A1,1277
COL1A2,1278
LINC00307,266919
LINC00308,54143
LINC00309,150992
LINC00303,284573
LINC00304,283860
LINC00305,221241
LINC00301,283197
LINC00302,388699
TAB3-AS1,727682
LLCFC1,135927
TUBA1C,84790
TUBA1B,10376
TUBA1A,7846
PP7080,25845
HMGB3P1,128872
RBMY1F,159163
RBMY1E,378950
RBMY1J,378951
MIR371B,100616185
MIR371A,442916
GOLGA2P9,440518
GOLGA2P6,729668
GOLGA2P7,388152
RBSN,64145
GOLGA2P5,55592
RILPL2,196383
RILPL1,353116
GS1-279B7.1,100288079
RBMY1D,378949
DSCAML1,57453
RBMY1B,378948
MIR381HG,378881
MIEF2,125170
MIEF1,54471
UNG,7374
MIR3714,100500913
GLRA1,2741
TUBA3E,112714
MIR3713,100500855
GLRA2,2742
TUBA3D,113457
GLRA3,8001
UNK,85451
TUBA3C,7278
GBX2,2637
GBX1,2636
BPIFA4P,317716
GHET1,102723099
GLRA4,441509
ASPRV1,151516
SERBP1,26135
ETFBKMT,254013
UOX,391051
LINC00383,103689913
LINC00384,102157400
LINC00380,101930747
LINC00381,100874151
LINC00382,101927195
CST13P,164380
MIR376C,442913
MIR376B,574435
TMEM269-DT,105378683
SMCHD1,23347
LINC00376,104355293
LINC00377,103724386
LINC00378,101926930
LINC00379,100874150
PPP1R16B,26051
LINC00373,105370306
LINC00374,106144531
LINC00375,104355140
AREL1,9870
PPP1R16A,84988
MUL1,79594
OR2T8,343172
TUBA4B,80086
OR2T7,81458
TUBA4A,7277
OR2T6,254879
OR2T5,401993
RBX1,9978
OR2T4,127074
RBMXL3,139804
OR2T3,343173
RBMXL2,27288
OR2T2,401992
RBMXL1,494115
OR2T1,26696
LINC00365,100874146
LILRP2,79166
LINC00366,100874147
LINC00367,101930748
OVCH1-AS1,101055625
LINC00368,101927802
MIR374C,100500807
MIR374B,100126317
TUBGCP2,10844
MIR374A,442919
OR2S2,56656
KIF1C-AS1,102724009
LINC00398,100874158
LINC00399,104326054
LINC00395,100874157
LINC00396,104355146
TIA1,7072
LINC00397,101930749
LINC00390,105370183
BICRAL,23506
LINC00392,100874155
KCNK4-TEX40,106780802
UST,10090
TUBGCP5,114791
TUBGCP6,85378
TUBGCP3,10426
TUBGCP4,27229
MOXD1,26002
LINC00342,150759
PPP1R13B,23368
TGFB2-OT1,103611157
PPP1R13L,10848
LINC00336,401253
OR2Y1,134083
UTY,7404
LINC00339,29092
LINC00332,100874127
LINC00333,100874128
LINC00334,114042
LINC00330,144817
LINC00331,100874126
PPP1R12A,4659
D21S2088E,266917
TMED10P1,286102
LOC105371763,105371763
LINC00326,285735
LINC00327,100506697
PPP1R12B,4660
LINC00322,100126693
PPP1R12C,54776
LINC00323,284835
LINC00324,284029
PPP1R15A,23645
MIR378J,102465136
PPP1R15B,84919
LINC00363,104326053
LINC00364,100874145
MIR378G,100616321
MIR378F,100616492
MIR378I,100616259
MIR378H,100616306
MIR378C,100422867
KATNB1,10300
MIR378B,100422933
MIR378E,100616498
FURIN,5045
LOC105371789,105371789
MIR378A,494327
MIEN1,84299
OR2W3,343171
KATNA1,11104
OR2W1,26692
LOC105371795,105371795
TIFA,92610
FLJ40288,286023
LINC00358,100874143
LINC00359,100887754
LINC00354,101928616
LINC00355,144766
LINC00350,100874136
LINC00351,100874137
PPP1R14A,94274
PPP1R14B,26472
LINC00353,100874139
PPP1R14C,81706
TIE1,7075
AKR7L,246181
OR2V2,285659
OR2V1,26693
OPN1MW2,728458
OPN1MW3,101060233
LINC00347,338864
LINC00348,100885781
CDR2L,30850
LINC00343,144920
PPP1R14D,54866
LRIG2-DT,100996251
GCC2,9648
LOC286083,286083
GCC1,79571
MIR106A,406899
MIR106B,406900
UXT,8409
TCL1B,9623
TCL1A,8115
POF1B,79983
DHX57,90957
DHX58,79132
LOC105371730,105371730
OXER1,165140
RCC1,1104
ZBTB44-DT,646383
ADPGK-AS1,100287559
MUSK,4593
GCAT,23464
DHX40,79665
MXRA8,54587
MXRA7,439921
PEX11G,92960
MXRA5,25878
MMADHC,27249
FKBP1AP1,2282
ZBED9,114821
GCDH,2639
ZBED8,63920
PAXIP1,22976
PEX11A,8800
PEX11B,8799
PTTG1IP,754
DHX30,22907
DHX32,55760
DHX33,56919
MIER3,166968
DHX34,9704
MIER2,54531
DHX35,60625
MIER1,57708
DHX36,170506
ZBED2,79413
DHX37,57647
ZBED1,9189
DHX38,9785
RCE1,9986
ZBED6,100381270
ZBED5,58486
ZBED4,9889
ZBED3,84327
SLC25A3P1,163742
RCC2,55920
URGCP-MRPS24,100534592
OR2Z1,284383
DHX29,54505
DHX15,1665
DHX16,8449
LINC00299,339789
FLJ42969,441374
LINC00297,100874059
LINC00298,339788
STARD3NL,83930
LINC00293,497634
LINC00294,283267
LINC00290,728081
MICA-AS1,101929072
OR3A3,8392
OR3A2,4995
OR3A1,4994
LOC105371703,105371703
LOC286059,286059
GCH1,2643
NORAD,647979
GCGR,2642
MAD2L2,10459
GARS1,2617
MAD2L1,4085
PHRF1,57661
TPRA1,131601
RPP25L,138716
TERB1,283847
TERB2,145645
ERICH6B,220081
VCL,7414
GCM2,9247
GCM1,8521
VCP,7415
NDRG4,65009
NDRG3,57446
VCX,26609
NDRG2,57447
HS1BP3-IT1,100874343
VCY,9084
NDRG1,10397
MCPH1-AS1,100507530
TAF5L,27097
RBMY1A3P,286557
GCN1,10985
GCKR,2646
VDR,7421
NFXL1,152518
GATA6-AS1,100128893
GULP1,51454
RCL1,10171
GCLC,2729
TAF4B,6875
FAM181A-AS1,283592
DKFZP451B082,401282
GCLM,2730
CNRIP1,25927
IFT74-AS1,101929602
DNAH17-AS1,100996295
ATXN1-AS1,101928433
GATAD1,57798
GLRX3,10539
GLRX5,51218
GLRX2,51022
GCNA,93953
RCN3,57333
RCN1,5954
PSRC1,84722
RCN2,5955
VGF,7425
MMRN1,22915
MMRN2,79812
WHAMMP3,339005
WHAMMP2,440253
WHAMMP1,100288615
TUBAL3,79861
TAF1L,138474
TAF1D,79101
TAF1B,9014
TNKS2,80351
TAF1C,9013
PHEX-AS1,100873942
TAF1A,9015
VHL,7428
CCDC144NL-AS1,440416
TAF15,8148
TAF12,6883
TAF13,6884
TAF10,6881
TAF11,6882
OGFR-AS1,101409261
VIM,7431
VIP,7432
RPL26L1,51121
VIT,5212
RAPH1,65059
OR1K1,392392
RD3L,647286
GCSH,2653
BVES,11149
KRTAP17-1,83902
OR1J4,26219
ANKHD1-EIF4EBP3,404734
OR1J2,26740
OR1J1,347168
LIN28B-AS1,100113403
LINC02825,283435
ADAM20P1,317760
LINC02861,102724927
LINC02860,285941
OR1I1,126370
SLAIN2,57606
SLAIN1,122060
A1BG,1
GSDMD,79792
GSDMC,56169
GSDMB,55876
GSDMA,284110
TMEM190,147744
TMEM192,201931
FLJ40194,124871
TMEM196,256130
A1CF,29974
TMEM198,130612
ZFAT-AS1,594840
TMEM199,147007
ASAH2B,653308
CHRFAM7A,89832
GSDME,1687
TMEM181,57583
TMEM182,130827
TMEM186,25880
TMEM187,8269
TMSB4X,7114
TMSB4Y,9087
LDLRAP1,26119
GPRASP1,9737
GPRASP2,114928
TACR2,6865
TACR3,6870
TMEM171,134285
TACR1,6869
TMEM174,134288
OR1N2,138882
TMEM175,84286
OR1N1,138883
TMEM177,80775
TMEM179,388021
CACNA1C-IT3,100874370
CACNA1C-IT2,100874369
TMEM160,54958
HOXD13,3239
HOXD12,3238
HOXD11,3237
TMEM163,81615
HOXD10,3236
OR1M1,125963
TMEM164,84187
TMEM165,55858
TMEM168,64418
TMEM169,92691
LGR4-AS1,105376671
OR1L8,138881
OR1L6,392390
OR1L4,254973
OR1L3,26735
OR1L1,26737
TMEM154,201799
LINC02809,100506571
TMEM156,80008
TMEM158,25907
LINC02805,100505824
LINC02801,101927844
LINC02800,284632
LINC00265,349114
LINC00260,84719
LINC00261,140828
DOCK4-AS1,100506413
MIR1238,100302226
OR1S2,219958
ZFP36,7538
OR1S1,219959
MIR1234,100302196
ZFP30,22835
MIR1236,100302242
MIR1237,100302280
MIR1231,100302158
TMSB10,9168
ZFP37,7539
LINC00251,552859
LINC00254,64735
SYPL2,284612
MIR1227,100302283
MIR1228,100302201
MIR1229,100302156
SYPL1,6856
ZFP41,286128
MIR1224,100187716
MIR1225,100188847
MIR1226,100302232
ZFP42,132625
LINC00244,64433
PHPT1,29085
MAD1L1,8379
SSBP3-AS1,619518
CALCRL,10203
LINC00280,100873964
ILDR1,286676
ILDR2,387597
VTN,7448
OR1Q1,158131
HMBOX1,79618
ZFP57,346171
LINC00278,100873962
LINC00279,100873963
ESRRA,2101
LINC00276,100499171
ZG16B,124220
LINC00272,388719
ESRRB,2103
ESRRG,2104
TRMT9B,57604
MIR1205,100302161
MIR1206,100302170
MIR1207,100302175
ZFP69,339559
MIR1208,100302281
MIR1202,100302259
ZFP62,643836
MIR1203,100302211
MIR1204,100302185
TADA3,10474
ZFP64,55734
TADA1,117143
MIR1200,100302113
LINC00269,100996279
LINC02880,285759
LINC00221,338005
ZFP82,284406
MIR1278,100302163
MIR1279,100302182
LINC02878,286076
LINC00216,55451
MIR1275,100302123
LINC02877,152118
MIR1276,100302121
MIR1277,100302214
HIF1AN,55662
LINC00211,101929559
MIR1270,100302179
LINC02874,283403
MIR1271,100302203
LINC02873,283171
MIR1272,100302184
PROSER2-AS1,219731
LINC02876,100506650
LINC02875,388407
LINC02870,170393
LINC02872,401535
LINC00210,100885798
LINC02871,728434
VWF,7450
ZFP92,139735
ZFP91,80829
ZFP90,146198
MIR125A,406910
LOC105371880,105371880
LINC00208,83655
MIR1267,100302286
ESRP2,80004
ESRP1,54845
MIR1263,100302148
LINC00205,642852
MIR1264,100302251
SNRPA1,6627
MIR1265,100302116
LINC02869,440714
PKHD1L1,93035
LINC00207,388910
MIR1266,100302202
LINC02868,388667
LINC00200,399706
MIR1261,100302228
MIR1262,100302279
LINC02864,400655
LINC00240,100133205
LINC00242,401288
LINC00243,401247
VXN,254778
MIR1256,100302155
MIR1257,100302168
MIR1258,100302172
LINC00237,105372556
PRRT1B,642515
